"Ing1","Ing2","Occurrence"
"sun-dried tomato paste","salt and pepper","0"
"sun-dried tomato paste","day-old loaf of bread","0"
"sun-dried tomato paste","sugar ","0"
"sun-dried tomato paste","custard powder ","0"
"sun-dried tomato paste","cornflour ","0"
"sun-dried tomato paste","cocoa ","0"
"sun-dried tomato paste","mixed dried fruit such as sultanas","0"
"sun-dried tomato paste","almonds ","0"
"sun-dried tomato paste","glacé cherries","0"
"sun-dried tomato paste","vanilla extract ","0"
"sun-dried tomato paste","whisky","0"
"sun-dried tomato paste","French shallots","0"
"sun-dried tomato paste","head garlic","0"
"sun-dried tomato paste","sprigs of thyme ","0"
"sun-dried tomato paste","sherry vinegar","0"
"sun-dried tomato paste","port","0"
"sun-dried tomato paste","reduced chicken stock","0"
"sun-dried tomato paste","large washed Sebago potatoes","0"
"sun-dried tomato paste","Maltese pork sausage meat","0"
"sun-dried tomato paste","baby rocket leaves","0"
"sun-dried tomato paste","sprigs thyme ","0"
"sun-dried tomato paste","brandy","0"
"sun-dried tomato paste","truffle oil","0"
"sun-dried tomato paste","truffle paste","0"
"sun-dried tomato paste","rabbit  ","0"
"sun-dried tomato paste","bay leaves ","0"
"sun-dried tomato paste","slices of dense","0"
"sun-dried tomato paste","kunserva  ","0"
"sun-dried tomato paste","capers ","0"
"sun-dried tomato paste","white anchovies or tinned tuna in oil","0"
"sun-dried tomato paste","sea salt and freshly ground black pepper ","0"
"sun-dried tomato paste","chopped parsley ","0"
"sun-dried tomato paste","kohlrabi","0"
"sun-dried tomato paste","podded broad beans","0"
"sun-dried tomato paste","podded peas  ","0"
"sun-dried tomato paste","small cauliflower","0"
"sun-dried tomato paste","vegetable or chicken stock ","0"
"extra virgin olive oil","extra virgin olive oil","3"
"extra virgin olive oil","white anchovies in oil","1"
"extra virgin olive oil","black olives","1"
"extra virgin olive oil","baby pickled onions","1"
"extra virgin olive oil","tiny capers","1"
"extra virgin olive oil","handful flat-leaf parsley leaves","1"
"extra virgin olive oil","star anise","1"
"extra virgin olive oil","cinnamon quill","1"
"extra virgin olive oil","bay leaf","1"
"extra virgin olive oil","sprigs thyme","1"
"extra virgin olive oil","white peppercorns","1"
"extra virgin olive oil","salt","1"
"extra virgin olive oil","  lemon","1"
"extra virgin olive oil","orange","1"
"extra virgin olive oil","piece fresh tuna","1"
"extra virgin olive oil","rabbit","0"
"extra virgin olive oil","sea salt and freshly ground pepper","0"
"extra virgin olive oil","vegetable oil","0"
"extra virgin olive oil","onions","0"
"extra virgin olive oil","head garlic","0"
"extra virgin olive oil","tomato paste","0"
"extra virgin olive oil","curry powder","0"
"extra virgin olive oil","ground turmeric","0"
"extra virgin olive oil","paprika","0"
"extra virgin olive oil","ground cumin","0"
"extra virgin olive oil","chicken stock","1"
"extra virgin olive oil","potatoes","0"
"extra virgin olive oil","podded peas","0"
"extra virgin olive oil","parsley leaves","0"
"extra virgin olive oil","ml olive oil","0"
"extra virgin olive oil"," head garlic","0"
"extra virgin olive oil","ml red wine","0"
"extra virgin olive oil"," bay leaves","0"
"extra virgin olive oil"," cinnamon sticks","0"
"extra virgin olive oil"," star anise","0"
"extra virgin olive oil"," cloves","0"
"extra virgin olive oil","sourdough loaf","0"
"extra virgin olive oil","tomato pesto","0"
"extra virgin olive oil","red onion","0"
"extra virgin olive oil","salted capers","0"
"extra virgin olive oil","basil leaves","0"
"extra virgin olive oil","pitted black olives","0"
"extra virgin olive oil","pure icing sugar","0"
"extra virgin olive oil","baking powder","0"
"extra virgin olive oil","lemons","0"
"extra virgin olive oil","cold unsalted butter","0"
"extra virgin olive oil","egg yolks","0"
"extra virgin olive oil","drops orange blossom water","0"
"extra virgin olive oil","marzipan","0"
"extra virgin olive oil","small Easter eggs","0"
"extra virgin olive oil","egg whites","0"
"extra virgin olive oil","Red and black food colouring","0"
"extra virgin olive oil","onion","0"
"extra virgin olive oil","garlic cloves","1"
"extra virgin olive oil","bay leaves","0"
"extra virgin olive oil","bacon","0"
"extra virgin olive oil","minced beef","0"
"extra virgin olive oil","minced pork","0"
"extra virgin olive oil","chicken livers","0"
"extra virgin olive oil","canned chopped tomatoes","0"
"extra virgin olive oil","beef stock","0"
"extra virgin olive oil","of grated nutmeg","0"
"extra virgin olive oil","penne or other tubular pasta","0"
"extra virgin olive oil","finely grated parmesan","0"
"extra virgin olive oil","frozen puff pastry","0"
"extra virgin olive oil","milk","0"
"extra virgin olive oil","flat-leaf parsley","0"
"extra virgin olive oil","eschalot","0"
"extra virgin olive oil","baby capers","0"
"extra virgin olive oil","lemon juice","0"
"extra virgin olive oil","dried broad beans","1"
"extra virgin olive oil","long red chilli","1"
"extra virgin olive oil","lemon","1"
"extra virgin olive oil","crackers and raw carrots","1"
"extra virgin olive oil","ripe pears","0"
"extra virgin olive oil","sweet dessert wine","0"
"extra virgin olive oil","almond meal","0"
"extra virgin olive oil","caster sugar","0"
"extra virgin olive oil","unsalted butter","0"
"extra virgin olive oil","amaretto","0"
"extra virgin olive oil","grated lemon rind","0"
"extra virgin olive oil","ice-cream or warm vanilla custard","0"
"extra virgin olive oil","red apples","0"
"extra virgin olive oil","dried figs","0"
"extra virgin olive oil","apple juice","0"
"extra virgin olive oil","finely grated rind of one lemon","0"
"extra virgin olive oil","self-raising flour","0"
"extra virgin olive oil","ground cinnamon","0"
"extra virgin olive oil","mixed spice","0"
"extra virgin olive oil","whipped cream","0"
"extra virgin olive oil","boneless pork shoulder","0"
"extra virgin olive oil","dried mint ","0"
"extra virgin olive oil","flaked almonds","0"
"extra virgin olive oil","whole cloves","0"
"extra virgin olive oil","cinnamon sticks","0"
"extra virgin olive oil","soy sauce","0"
"extra virgin olive oil","fish sauce","0"
"extra virgin olive oil","brown sugar","0"
"extra virgin olive oil","sabaht baharat  (see note)","0"
"extra virgin olive oil","minced garlic","0"
"extra virgin olive oil","salt ","0"
"extra virgin olive oil","ice-cold water ","0"
"extra virgin olive oil","Kewpie mayonnaise","0"
"extra virgin olive oil","Dijon mustard","0"
"extra virgin olive oil","honey","0"
"extra virgin olive oil","rabbit pieces","0"
"extra virgin olive oil","large brown onion","0"
"extra virgin olive oil","tin whole peeled tomatoes","0"
"extra virgin olive oil","white wine","0"
"extra virgin olive oil","sprigs of rosemary","0"
"extra virgin olive oil","carrots","0"
"extra virgin olive oil","mushrooms","0"
"extra virgin olive oil","cooked white rice","0"
"extra virgin olive oil","fresh peaches","0"
"extra virgin olive oil","white flour","0"
"extra virgin olive oil","wheat flour","0"
"extra virgin olive oil","white sugar","0"
"extra virgin olive oil","vanilla extract","0"
"extra virgin olive oil","ice-cream or yoghurt","0"
"extra virgin olive oil","pitted dates","0"
"extra virgin olive oil","evaporated milk ","0"
"extra virgin olive oil","whiskey","0"
"extra virgin olive oil","plain biscuits","0"
"extra virgin olive oil","roasted hazelnuts","0"
"extra virgin olive oil","dried apricots","0"
"extra virgin olive oil","good quality dark chocolate","0"
"extra virgin olive oil","icing sugar","0"
"extra virgin olive oil","rice","0"
"extra virgin olive oil","chopped onions","0"
"extra virgin olive oil","fresh mint","0"
"extra virgin olive oil","anchovy fillets","0"
"extra virgin olive oil","canned tuna","0"
"extra virgin olive oil","sebago potatoes","0"
"extra virgin olive oil","extra virgin olive oil ","0"
"extra virgin olive oil","dried oregano ","0"
"extra virgin olive oil","garfish","0"
"extra virgin olive oil","olive oil ","0"
"extra virgin olive oil","plain flour ","0"
"extra virgin olive oil","semolina ","0"
"extra virgin olive oil","margarine ","0"
"extra virgin olive oil","orange juice or water ","0"
"extra virgin olive oil","jar  of treacle ","0"
"extra virgin olive oil","mandarin","0"
"extra virgin olive oil","ground cloves ","0"
"extra virgin olive oil","mixed spice ","0"
"extra virgin olive oil","aniseed liqueur ","0"
"extra virgin olive oil","hot water ","0"
"extra virgin olive oil","semolina","0"
"extra virgin olive oil","finely grated lemon rind","0"
"extra virgin olive oil"," tsp vanilla essence","0"
"extra virgin olive oil","wholemeal breadcrumbs","0"
"extra virgin olive oil","skim milk","0"
"extra virgin olive oil","chicken mince","0"
"extra virgin olive oil","mixed herbs","0"
"extra virgin olive oil","egg","0"
"extra virgin olive oil","tomatoes","0"
"extra virgin olive oil","Parsley to garnish","0"
"extra virgin olive oil","eggplant","0"
"extra virgin olive oil","celery stalks","0"
"extra virgin olive oil","olives","0"
"extra virgin olive oil","capers","0"
"extra virgin olive oil"," water","0"
"extra virgin olive oil","globe artichokes","0"
"extra virgin olive oil","heads garlic","0"
"extra virgin olive oil","finely chopped parsley","0"
"extra virgin olive oil","green or black olives","0"
"extra virgin olive oil","can tuna","0"
"extra virgin olive oil","ground almonds","0"
"extra virgin olive oil","sugar","0"
"extra virgin olive oil","cocoa powder","0"
"extra virgin olive oil","ground cloves","0"
"extra virgin olive oil","orange flower water","0"
"extra virgin olive oil","chopped roasted almonds","0"
"extra virgin olive oil","dried chestnuts","0"
"extra virgin olive oil","mandarin peel","0"
"extra virgin olive oil","of ground cloves","0"
"extra virgin olive oil","of ground aniseed","0"
"extra virgin olive oil","sesame seeds","0"
"extra virgin olive oil","butter ","0"
"extra virgin olive oil","chicken or beef stock ","0"
"extra virgin olive oil","tomato paste ","0"
"extra virgin olive oil","tomato puree ","0"
"extra virgin olive oil","macaroni or penne ","0"
"extra virgin olive oil","parmesan","0"
"extra virgin olive oil","tasty cheese","0"
"extra virgin olive oil","salt and pepper ","0"
"extra virgin olive oil","puff pastry sheets","0"
"extra virgin olive oil","large onions","0"
"extra virgin olive oil","tin tomatoes ","0"
"extra virgin olive oil","flat-leaf parsley leaves ","1"
"extra virgin olive oil","red wine ","0"
"extra virgin olive oil","water ","0"
"extra virgin olive oil","thin slices of topside or round steak ","0"
"extra virgin olive oil","minced veal ","0"
"extra virgin olive oil","bacon rashers","0"
"extra virgin olive oil","finely chopped flat-leaf parsley","0"
"extra virgin olive oil","finely chopped oregano","0"
"extra virgin olive oil","spring onion","0"
"extra virgin olive oil","grated gbejniet","0"
"extra virgin olive oil","salt and pepper","0"
"extra virgin olive oil","day-old loaf of bread","0"
"extra virgin olive oil","sugar ","0"
"extra virgin olive oil","custard powder ","0"
"extra virgin olive oil","cornflour ","0"
"extra virgin olive oil","cocoa ","0"
"extra virgin olive oil","mixed dried fruit such as sultanas","0"
"extra virgin olive oil","almonds ","0"
"extra virgin olive oil","glacé cherries","0"
"extra virgin olive oil","vanilla extract ","0"
"extra virgin olive oil","whisky","0"
"extra virgin olive oil","French shallots","0"
"extra virgin olive oil","head garlic","0"
"extra virgin olive oil","sprigs of thyme ","0"
"extra virgin olive oil","sherry vinegar","0"
"extra virgin olive oil","port","0"
"extra virgin olive oil","reduced chicken stock","0"
"extra virgin olive oil","large washed Sebago potatoes","0"
"extra virgin olive oil","Maltese pork sausage meat","0"
"extra virgin olive oil","baby rocket leaves","0"
"extra virgin olive oil","sprigs thyme ","0"
"extra virgin olive oil","brandy","0"
"extra virgin olive oil","truffle oil","0"
"extra virgin olive oil","truffle paste","0"
"extra virgin olive oil","rabbit  ","0"
"extra virgin olive oil","bay leaves ","0"
"extra virgin olive oil","slices of dense","1"
"extra virgin olive oil","kunserva  ","1"
"extra virgin olive oil","capers ","1"
"extra virgin olive oil","white anchovies or tinned tuna in oil","1"
"extra virgin olive oil","sea salt and freshly ground black pepper ","1"
"extra virgin olive oil","chopped parsley ","0"
"extra virgin olive oil","kohlrabi","0"
"extra virgin olive oil","podded broad beans","0"
"extra virgin olive oil","podded peas  ","0"
"extra virgin olive oil","small cauliflower","0"
"extra virgin olive oil","vegetable or chicken stock ","0"
"white anchovies in oil","white anchovies in oil","1"
"white anchovies in oil","black olives","1"
"white anchovies in oil","baby pickled onions","1"
"white anchovies in oil","tiny capers","1"
"white anchovies in oil","handful flat-leaf parsley leaves","1"
"white anchovies in oil","star anise","1"
"white anchovies in oil","cinnamon quill","1"
"white anchovies in oil","bay leaf","1"
"white anchovies in oil","sprigs thyme","1"
"white anchovies in oil","white peppercorns","1"
"white anchovies in oil","salt","1"
"white anchovies in oil","  lemon","1"
"white anchovies in oil","orange","1"
"white anchovies in oil","piece fresh tuna","1"
"white anchovies in oil","rabbit","0"
"white anchovies in oil","sea salt and freshly ground pepper","0"
"white anchovies in oil","vegetable oil","0"
"white anchovies in oil","onions","0"
"white anchovies in oil","head garlic","0"
"white anchovies in oil","tomato paste","0"
"white anchovies in oil","curry powder","0"
"white anchovies in oil","ground turmeric","0"
"white anchovies in oil","paprika","0"
"white anchovies in oil","ground cumin","0"
"white anchovies in oil","chicken stock","0"
"white anchovies in oil","potatoes","0"
"white anchovies in oil","podded peas","0"
"white anchovies in oil","parsley leaves","0"
"white anchovies in oil","ml olive oil","0"
"white anchovies in oil"," head garlic","0"
"white anchovies in oil","ml red wine","0"
"white anchovies in oil"," bay leaves","0"
"white anchovies in oil"," cinnamon sticks","0"
"white anchovies in oil"," star anise","0"
"white anchovies in oil"," cloves","0"
"white anchovies in oil","sourdough loaf","0"
"white anchovies in oil","tomato pesto","0"
"white anchovies in oil","red onion","0"
"white anchovies in oil","salted capers","0"
"white anchovies in oil","basil leaves","0"
"white anchovies in oil","pitted black olives","0"
"white anchovies in oil","pure icing sugar","0"
"white anchovies in oil","baking powder","0"
"white anchovies in oil","lemons","0"
"white anchovies in oil","cold unsalted butter","0"
"white anchovies in oil","egg yolks","0"
"white anchovies in oil","drops orange blossom water","0"
